room,label,mode,path
114_Detmold Sommer Theater_1.02,2.232,binaural,F:\NEW PROJECT\output\feat_00283_4.npz
114_Detmold Sommer Theater_1.02,2.232,binaural,F:\NEW PROJECT\output\feat_00283_5.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_0.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_1.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_2.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_3.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_4.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00284_5.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_0.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_1.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_2.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_3.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_4.npz
114_Detmold Sommer Theater_1.02,0.548,binaural,F:\NEW PROJECT\output\feat_00285_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00286_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.546,binaural,F:\NEW PROJECT\output\feat_00287_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00288_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.818,binaural,F:\NEW PROJECT\output\feat_00289_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00290_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.958,binaural,F:\NEW PROJECT\output\feat_00291_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00292_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.615,binaural,F:\NEW PROJECT\output\feat_00293_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00294_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.877,binaural,F:\NEW PROJECT\output\feat_00295_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00296_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.825,binaural,F:\NEW PROJECT\output\feat_00297_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00298_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.585,binaural,F:\NEW PROJECT\output\feat_00299_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00300_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.019,binaural,F:\NEW PROJECT\output\feat_00301_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00302_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.389,binaural,F:\NEW PROJECT\output\feat_00303_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00304_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.529,binaural,F:\NEW PROJECT\output\feat_00305_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00306_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.235,binaural,F:\NEW PROJECT\output\feat_00307_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00308_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.636,binaural,F:\NEW PROJECT\output\feat_00309_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00310_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.144,binaural,F:\NEW PROJECT\output\feat_00311_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00312_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.406,binaural,F:\NEW PROJECT\output\feat_00313_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00314_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,-0.769,binaural,F:\NEW PROJECT\output\feat_00315_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00316_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.934,binaural,F:\NEW PROJECT\output\feat_00317_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00318_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,2.06,binaural,F:\NEW PROJECT\output\feat_00319_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00320_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.587,binaural,F:\NEW PROJECT\output\feat_00321_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00322_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_3.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_4.npz
115_Detmold Konzerthaus Concert Hall_1.36,1.715,binaural,F:\NEW PROJECT\output\feat_00323_5.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.36,binaural,F:\NEW PROJECT\output\feat_00324_0.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.36,binaural,F:\NEW PROJECT\output\feat_00324_1.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.36,binaural,F:\NEW PROJECT\output\feat_00324_2.npz
115_Detmold Konzerthaus Concert Hall_1.36,0.36,binaural,F:\NEW PROJECT\output\feat_00324_3.npz
