room,rt_s,file,label_better_ear_ud_dB,ud_diotic_dB,binaural_gain_dB,duration_s,onset_ms,ir_length_gate,orig_sr,error
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A-45.wav,25.549,23.495,2.054,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A-45.wav,25.549,23.495,2.054,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A-90.wav,25.947,23.859,2.087,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A-90.wav,25.947,23.859,2.087,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A0.wav,25.119,25.978,-0.86,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A0.wav,25.119,25.978,-0.86,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A110.wav,28.041,25.056,2.985,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A110.wav,28.041,25.056,2.985,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A135.wav,27.113,24.351,2.761,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A135.wav,27.113,24.351,2.761,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A180.wav,25.255,27.011,-1.756,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A180.wav,25.255,27.011,-1.756,0.5,1.3,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A30.wav,25.656,23.835,1.821,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A30.wav,25.656,23.835,1.821,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A40.wav,24.725,23.102,1.623,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A40.wav,24.725,23.102,1.623,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A60.wav,26.298,23.861,2.437,0.5,1.4,OK,44100,
14_Room Calypso_0.25,0.25,BRIR_R01_C1_E0_A60.wav,26.298,23.861,2.437,0.5,1.4,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-120.wav,15.788,13.576,2.212,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-120.wav,15.788,13.576,2.212,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-150.wav,15.285,13.139,2.146,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-150.wav,15.285,13.139,2.146,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-35.wav,15.764,14.083,1.682,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-35.wav,15.764,14.083,1.682,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-45.wav,16.104,14.164,1.94,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-45.wav,16.104,14.164,1.94,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-90.wav,16.464,14.613,1.85,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A-90.wav,16.464,14.613,1.85,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A0.wav,15.432,16.447,-1.015,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A0.wav,15.432,16.447,-1.015,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A110.wav,15.294,13.829,1.465,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A110.wav,15.294,13.829,1.465,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A135.wav,14.73,13.081,1.648,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A135.wav,14.73,13.081,1.648,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A180.wav,13.819,14.615,-0.795,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A180.wav,13.819,14.615,-0.795,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A30.wav,14.913,13.428,1.485,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A30.wav,14.913,13.428,1.485,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A40.wav,15.272,13.197,2.075,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A40.wav,15.272,13.197,2.075,0.5,1.1,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A60.wav,15.145,13.493,1.651,0.5,1.2,OK,44100,
15_Control Room 1_0.23,0.23,BRIR_R02_C1_E0_A60.wav,15.145,13.493,1.651,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-120.wav,15.692,13.624,2.069,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-120.wav,15.692,13.624,2.069,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-150.wav,14.682,13.45,1.232,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-150.wav,14.682,13.45,1.232,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-35.wav,15.735,14.438,1.297,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-35.wav,15.735,14.438,1.297,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-45.wav,16.244,14.862,1.382,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-45.wav,16.244,14.862,1.382,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-90.wav,16.317,14.331,1.985,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A-90.wav,16.317,14.331,1.985,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A0.wav,14.976,16.62,-1.644,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A0.wav,14.976,16.62,-1.644,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A110.wav,16.678,14.235,2.444,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A110.wav,16.678,14.235,2.444,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A135.wav,15.875,13.825,2.05,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A135.wav,15.875,13.825,2.05,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A180.wav,13.819,15.114,-1.295,0.5,1.1,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A180.wav,13.819,15.114,-1.295,0.5,1.1,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A30.wav,15.838,14.906,0.931,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A30.wav,15.838,14.906,0.931,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A40.wav,16.296,14.795,1.502,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A40.wav,16.296,14.795,1.502,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A60.wav,16.962,15.036,1.926,0.5,1.2,OK,44100,
16_Control Room 7_0.28,0.28,BRIR_R03_C1_E0_A60.wav,16.962,15.036,1.926,0.5,1.2,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-120.wav,14.667,13.122,1.545,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-120.wav,14.667,13.122,1.545,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-150.wav,14.903,13.161,1.743,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-150.wav,14.903,13.161,1.743,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-35.wav,14.87,13.087,1.783,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-35.wav,14.87,13.087,1.783,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-45.wav,15.344,13.195,2.149,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-45.wav,15.344,13.195,2.149,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-90.wav,14.646,12.914,1.732,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A-90.wav,14.646,12.914,1.732,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A0.wav,13.571,14.987,-1.417,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A0.wav,13.571,14.987,-1.417,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A110.wav,13.92,12.307,1.612,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A110.wav,13.92,12.307,1.612,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A135.wav,13.626,12.891,0.735,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A135.wav,13.626,12.891,0.735,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A180.wav,13.996,15.151,-1.155,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A180.wav,13.996,15.151,-1.155,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A30.wav,14.444,13.508,0.936,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A30.wav,14.444,13.508,0.936,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A40.wav,14.574,13.503,1.071,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A40.wav,14.574,13.503,1.071,0.5,0.9,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A60.wav,14.629,13.169,1.46,0.5,1.0,OK,44100,
17_Listening Room_0.26,0.26,BRIR_R04_C1_E0_A60.wav,14.629,13.169,1.46,0.5,1.0,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A-135.wav,10.584,8.768,1.816,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A-135.wav,10.584,8.768,1.816,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A-60.wav,12.056,9.517,2.539,0.5,1.3,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A-60.wav,12.056,9.517,2.539,0.5,1.3,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A0.wav,10.495,11.394,-0.899,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A0.wav,10.495,11.394,-0.899,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A110.wav,9.829,8.016,1.813,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A110.wav,9.829,8.016,1.813,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A180.wav,10.804,11.1,-0.295,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A180.wav,10.804,11.1,-0.295,0.5,1.2,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A40.wav,11.453,9.446,2.006,0.5,1.3,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C1_E0_A40.wav,11.453,9.446,2.006,0.5,1.3,SHORT,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A-135.wav,5.446,4.388,1.058,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A-135.wav,5.446,4.388,1.058,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A-60.wav,6.18,4.754,1.426,1.0,1.3,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A-60.wav,6.18,4.754,1.426,1.0,1.3,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A0.wav,4.889,5.501,-0.612,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A0.wav,4.889,5.501,-0.612,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A110.wav,5.635,4.224,1.411,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A110.wav,5.635,4.224,1.411,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A180.wav,4.905,5.552,-0.647,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A180.wav,4.905,5.552,-0.647,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A40.wav,6.278,5.075,1.203,1.0,1.2,OK,44100,
18_Audio Lab_0.42,0.42,BRIR_R05_C2_E0_A40.wav,6.278,5.075,1.203,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-120.wav,8.785,7.968,0.817,1.0,1.4,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-120.wav,8.785,7.968,0.817,1.0,1.4,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-150.wav,7.821,7.162,0.659,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-150.wav,7.821,7.162,0.659,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-35.wav,9.804,8.086,1.718,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-35.wav,9.804,8.086,1.718,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-45.wav,9.623,7.891,1.732,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-45.wav,9.623,7.891,1.732,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-90.wav,8.902,7.741,1.161,1.0,1.4,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A-90.wav,8.902,7.741,1.161,1.0,1.4,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A0.wav,9.509,9.467,0.042,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A0.wav,9.509,9.467,0.042,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A110.wav,9.176,7.629,1.548,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A110.wav,9.176,7.629,1.548,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A135.wav,8.629,6.973,1.656,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A135.wav,8.629,6.973,1.656,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A180.wav,7.81,8.508,-0.698,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A180.wav,7.81,8.508,-0.698,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A30.wav,8.648,8.346,0.302,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A30.wav,8.648,8.346,0.302,1.0,1.2,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A40.wav,8.679,8.372,0.308,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A40.wav,8.679,8.372,0.308,1.0,1.3,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A60.wav,8.724,7.846,0.877,1.0,1.4,OK,44100,
19_Seminar Room_0.46,0.46,BRIR_R06_C1_E0_A60.wav,8.724,7.846,0.877,1.0,1.4,OK,44100,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m000_e003.wav,17.82,14.26,3.56,0.341,2.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m000_e003.wav,17.82,14.26,3.56,0.341,2.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m006_e003.wav,18.218,14.943,3.275,0.341,2.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m006_e003.wav,18.218,14.943,3.275,0.341,2.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m012_e003.wav,17.996,15.809,2.186,0.341,2.1,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m012_e003.wav,17.996,15.809,2.186,0.341,2.1,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m018_e003.wav,16.766,15.772,0.994,0.341,2.2,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m018_e003.wav,16.766,15.772,0.994,0.341,2.2,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m024_e003.wav,17.106,15.756,1.35,0.341,2.2,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m024_e003.wav,17.106,15.756,1.35,0.341,2.2,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m030_e003.wav,18.458,15.379,3.079,0.341,2.1,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_100cm_m030_e003.wav,18.458,15.379,3.079,0.341,2.1,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m000_e003.wav,19.88,16.194,3.686,0.341,0.8,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m000_e003.wav,19.88,16.194,3.686,0.341,0.8,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m006_e003.wav,21.212,17.489,3.722,0.341,0.7,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m006_e003.wav,21.212,17.489,3.722,0.341,0.7,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m012_e003.wav,20.96,18.1,2.86,0.341,0.8,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m012_e003.wav,20.96,18.1,2.86,0.341,0.8,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m018_e003.wav,20.475,18.684,1.791,0.341,0.9,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m018_e003.wav,20.475,18.684,1.791,0.341,0.9,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m024_e003.wav,18.728,19.68,-0.952,0.341,1.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m024_e003.wav,18.728,19.68,-0.952,0.341,1.0,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m030_e003.wav,20.383,17.381,3.003,0.341,0.9,SHORT,48000,
1_Irregular-shaped listening room with a near-shoebox shape_0.24,0.24,BRIR_Y_50cm_m030_e003.wav,20.383,17.381,3.003,0.341,0.9,SHORT,48000,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A-135.wav,9.286,6.533,2.753,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A-135.wav,9.286,6.533,2.753,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A-60.wav,10.314,8.971,1.343,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A-60.wav,10.314,8.971,1.343,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A0.wav,10.004,11.313,-1.309,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A0.wav,10.004,11.313,-1.309,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A110.wav,10.381,8.454,1.927,1.0,1.0,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A110.wav,10.381,8.454,1.927,1.0,1.0,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A180.wav,9.349,10.915,-1.565,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A180.wav,9.349,10.915,-1.565,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A40.wav,11.26,9.528,1.732,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C1_E0_A40.wav,11.26,9.528,1.732,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A-135.wav,9.15,7.48,1.67,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A-135.wav,9.15,7.48,1.67,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A-60.wav,10.862,8.441,2.42,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A-60.wav,10.862,8.441,2.42,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A0.wav,9.177,10.493,-1.317,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A0.wav,9.177,10.493,-1.317,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A110.wav,10.468,7.528,2.94,1.0,1.0,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A110.wav,10.468,7.528,2.94,1.0,1.0,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A180.wav,8.188,9.817,-1.629,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A180.wav,8.188,9.817,-1.629,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A40.wav,10.695,8.319,2.377,1.0,0.9,OK,44100,
20_Conference Room 1_0.43,0.43,BRIR_R07_C2_E0_A40.wav,10.695,8.319,2.377,1.0,0.9,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-120.wav,9.661,8.82,0.84,1.0,0.6,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-120.wav,9.661,8.82,0.84,1.0,0.6,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-150.wav,9.999,9.455,0.544,1.0,0.7,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-150.wav,9.999,9.455,0.544,1.0,0.7,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-35.wav,9.522,8.218,1.304,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-35.wav,9.522,8.218,1.304,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-45.wav,9.75,8.249,1.502,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-45.wav,9.75,8.249,1.502,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-90.wav,10.073,7.944,2.128,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A-90.wav,10.073,7.944,2.128,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A0.wav,9.21,10.345,-1.135,1.0,0.9,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A0.wav,9.21,10.345,-1.135,1.0,0.9,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A110.wav,9.464,8.329,1.135,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A110.wav,9.464,8.329,1.135,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A135.wav,9.395,9.215,0.18,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A135.wav,9.395,9.215,0.18,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A180.wav,9.405,10.416,-1.012,1.0,1.0,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A180.wav,9.405,10.416,-1.012,1.0,1.0,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A30.wav,10.482,9.053,1.429,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A30.wav,10.482,9.053,1.429,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A40.wav,10.584,9.132,1.452,1.0,0.8,OK,44100,
21_Conference Room 2_0.43,0.43,BRIR_R07_C3_E0_A40.wav,10.584,9.132,1.452,1.0,0.8,OK,44100,
